大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0017	國立臺北大學	340518	金融與合作經營學系	D 日	M 碩士	34	0	5	01 新北市	1 一般
0017	國立臺北大學	340701	財政學系	D 日	M 碩士	23	0	12	01 新北市	1 一般
0017	國立臺北大學	349917	不動產與城鄉環境學系	D 日	M 碩士	54	0	14	01 新北市	1 一般
0017	國立臺北大學	380101	法律學系	D 日	M 碩士	304	0	47	01 新北市	1 一般
0017	國立臺北大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	37	0	18	01 新北市	1 一般
0017	國立臺北大學	480109	資訊管理(技術)學系	D 日	M 碩士	27	5	14	01 新北市	1 一般
0017	國立臺北大學	520101	電機(與控制)工程學系	D 日	M 碩士	30	0	14	01 新北市	1 一般
0017	國立臺北大學	520114	資訊工程學系	D 日	M 碩士	60	0	25	01 新北市	1 一般
0017	國立臺北大學	520126	(光電與)通訊(工程)學系	D 日	M 碩士	23	0	6	01 新北市	1 一般
0017	國立臺北大學	520188	電資類產業研發專班	D 日	M 碩士	6	0	3	01 新北市	1 一般
0017	國立臺北大學	580301	都市計劃(與景觀建築)學系	D 日	M 碩士	50	6	14	01 新北市	1 一般
0017	國立臺北大學	589908	城市治理英語學位學程	D 日	M 碩士	13	0	2	01 新北市	1 一般
0017	國立臺北大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	57	0	12	01 新北市	1 一般
0017	國立臺北大學	850104	自然資源與環境(管理)學系	D 日	M 碩士	26	6	6	01 新北市	1 一般
0018	國立嘉義大學	140101	教育學系	D 日	M 碩士	76	0	10	20 嘉義市	1 一般
0018	國立嘉義大學	140123	教學專業國際學位學程	D 日	M 碩士	5	0	2	20 嘉義市	1 一般
0018	國立嘉義大學	140209	數理教育研究所	D 日	M 碩士	63	7	19	20 嘉義市	1 一般
0018	國立嘉義大學	140401	幼兒教育學系	D 日	M 碩士	56	0	8	20 嘉義市	1 一般
0018	國立嘉義大學	140601	特殊教育學系	D 日	M 碩士	40	0	13	20 嘉義市	1 一般
0018	國立嘉義大學	140702	教育行政(與政策發展)研究所	D 日	M 碩士	30	8	12	20 嘉義市	1 一般
0018	國立嘉義大學	140806	數位學習(設計與管理)學系	D 日	M 碩士	26	0	5	20 嘉義市	1 一般
0018	國立嘉義大學	210401	音樂學系	D 日	M 碩士	30	0	6	20 嘉義市	1 一般
0018	國立嘉義大學	210604	視覺藝術學系	D 日	M 碩士	52	0	12	20 嘉義市	1 一般
0018	國立嘉義大學	220201	(中)國(語)文學系	D 日	M 碩士	40	0	7	20 嘉義市	1 一般
0018	國立嘉義大學	220706	(應用)外國語言學系	D 日	M 碩士	37	0	5	20 嘉義市	1 一般
0018	國立嘉義大學	220907	應用歷史學系	D 日	M 碩士	18	0	2	20 嘉義市	1 一般
0018	國立嘉義大學	310102	應用經濟系	D 日	M 碩士	9	0	3	20 嘉義市	1 一般
0018	國立嘉義大學	310506	輔導與諮商學系	D 日	M 碩士	112	0	29	20 嘉義市	1 一般
0018	國立嘉義大學	310806	公共政策研究所	D 日	M 碩士	4	0	3	20 嘉義市	1 一般
0018	國立嘉義大學	340301	企業管理學系	D 日	M 碩士	56	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	340828	行銷與觀光管理學系	D 日	M 碩士	72	0	21	20 嘉義市	1 一般
0018	國立嘉義大學	349923	生物事業管理學系	D 日	M 碩士	18	0	8	20 嘉義市	1 一般
0018	國立嘉義大學	420102	水生生物科學系	D 日	M 碩士	24	0	6	20 嘉義市	1 一般
0018	國立嘉義大學	420307	生物資源(與科技)(技術)學系	D 日	M 碩士	26	0	5	20 嘉義市	1 一般
0018	國立嘉義大學	420310	生化科技學系	D 日	M 碩士	23	0	17	20 嘉義市	1 一般
0018	國立嘉義大學	429905	微生物免疫與生物藥學系	D 日	M 碩士	25	0	4	20 嘉義市	1 一般
0018	國立嘉義大學	440102	應用化學系	D 日	M 碩士	43	0	17	20 嘉義市	1 一般
0018	國立嘉義大學	440303	電子物理學系	D 日	M 碩士	30	0	8	20 嘉義市	1 一般
0018	國立嘉義大學	460102	應用數學系	D 日	M 碩士	16	0	13	20 嘉義市	1 一般
0018	國立嘉義大學	480109	資訊管理(技術)學系	D 日	M 碩士	38	0	10	20 嘉義市	1 一般
0018	國立嘉義大學	520101	電機(與控制)工程學系	D 日	M 碩士	24	0	8	20 嘉義市	1 一般
0018	國立嘉義大學	520114	資訊工程學系	D 日	M 碩士	66	0	19	20 嘉義市	1 一般
0018	國立嘉義大學	520239	生物(產業)機電工程學系	D 日	M 碩士	27	0	11	20 嘉義市	1 一般
0018	國立嘉義大學	520303	土木與水資源工程學系	D 日	M 碩士	27	0	10	20 嘉義市	1 一般
0018	國立嘉義大學	580203	景觀學系	D 日	M 碩士	11	0	0	20 嘉義市	1 一般
0018	國立嘉義大學	620102	農藝學系	D 日	M 碩士	29	0	15	20 嘉義市	1 一般
0018	國立嘉義大學	620203	動物科學(技術)學系	D 日	M 碩士	31	0	10	20 嘉義市	1 一般
0018	國立嘉義大學	620301	園藝學系	D 日	M 碩士	33	0	8	20 嘉義市	1 一般
0018	國立嘉義大學	620601	食品科學系	D 日	M 碩士	56	0	36	20 嘉義市	1 一般
0018	國立嘉義大學	620901	生物農業科技學系	D 日	M 碩士	29	0	13	20 嘉義市	1 一般
0018	國立嘉義大學	620904	農業科技全英學位學程	D 日	M 碩士	1	0	1	20 嘉義市	1 一般
0018	國立嘉義大學	621001	森林(暨)(自然保育)(自然資源)學系	D 日	M 碩士	36	0	16	20 嘉義市	1 一般
0018	國立嘉義大學	621014	木質材料與設計學系	D 日	M 碩士	23	0	5	20 嘉義市	1 一般
0018	國立嘉義大學	640101	獸醫學系	D 日	M 碩士	15	0	8	20 嘉義市	1 一般
0018	國立嘉義大學	810201	觀光(與)(休閒)(管理)(遊憩)學系	D 日	M 碩士	15	0	4	20 嘉義市	1 一般
0018	國立嘉義大學	810515	體育(與)健康(與)(休閒)學系	D 日	M 碩士	50	0	10	20 嘉義市	1 一般
0019	國立高雄大學	220306	西洋語文學系	D 日	M 碩士	5	0	0	50 高雄市	1 一般
0019	國立高雄大學	239903	創意設計與建築學系	D 日	M 碩士	32	0	11	50 高雄市	1 一般
0019	國立高雄大學	310102	應用經濟系	D 日	M 碩士	15	0	6	50 高雄市	1 一般
0019	國立高雄大學	340303	經營(與)管理(技術)學系	D 日	M 碩士	16	5	11	50 高雄市	1 一般
0019	國立高雄大學	340313	亞太工商管理學系	D 日	M 碩士	30	0	17	50 高雄市	1 一般
0019	國立高雄大學	340333	國際商業管理學位學程	D 日	M 碩士	26	0	3	50 高雄市	1 一般
0019	國立高雄大學	340508	金融管理學系	D 日	M 碩士	25	0	13	50 高雄市	1 一般
0019	國立高雄大學	349988	商管類產業研發專班	D 日	M 碩士	7	0	3	50 高雄市	1 一般
0019	國立高雄大學	380101	法律學系	D 日	M 碩士	45	0	5	50 高雄市	1 一般
0019	國立高雄大學	380201	財經法律學系	D 日	M 碩士	37	0	6	50 高雄市	1 一般
0019	國立高雄大學	389901	政治法律學系	D 日	M 碩士	33	0	4	50 高雄市	1 一般
0019	國立高雄大學	420103	生命科學系	D 日	M 碩士	21	0	4	50 高雄市	1 一般
0019	國立高雄大學	440102	應用化學系	D 日	M 碩士	33	0	13	50 高雄市	1 一般
0019	國立高雄大學	440302	應用物理學系	D 日	M 碩士	11	0	7	50 高雄市	1 一般
0019	國立高雄大學	460102	應用數學系	D 日	M 碩士	12	0	3	50 高雄市	1 一般
0019	國立高雄大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	20	5	4	50 高雄市	1 一般
0019	國立高雄大學	480109	資訊管理(技術)學系	D 日	M 碩士	38	0	4	50 高雄市	1 一般
0019	國立高雄大學	520101	電機(與控制)工程學系	D 日	M 碩士	59	0	21	50 高雄市	1 一般
0019	國立高雄大學	520114	資訊工程學系	D 日	M 碩士	37	0	8	50 高雄市	1 一般
0019	國立高雄大學	520188	電資類產業研發專班	D 日	M 碩士	52	0	22	50 高雄市	1 一般
0019	國立高雄大學	520288	機械類產業研發專班	D 日	M 碩士	0	0	2	50 高雄市	1 一般
0019	國立高雄大學	520306	土木與環境工程學系	D 日	M 碩士	26	0	8	50 高雄市	1 一般
0019	國立高雄大學	520403	化(學)工(程)與材料工程學系	D 日	M 碩士	37	0	18	50 高雄市	1 一般
0019	國立高雄大學	810502	運動(健康)(與)休閒(管理)學系	D 日	M 碩士	22	0	6	50 高雄市	1 一般
0020	國立東華大學	140120	課程設計與潛能開發學系	D 日	M 碩士	0	0	26	15 花蓮縣	1 一般
0020	國立東華大學	140125	教育與潛能開發學系	D 日	M 碩士	90	0	0	15 花蓮縣	1 一般
0020	國立東華大學	140329	體育與運動科學系	D 日	M 碩士	25	0	4	15 花蓮縣	1 一般
0020	國立東華大學	140401	幼兒教育學系	D 日	M 碩士	18	0	6	15 花蓮縣	1 一般
0020	國立東華大學	140601	特殊教育學系	D 日	M 碩士	23	0	10	15 花蓮縣	1 一般
0020	國立東華大學	140710	教育行政與管理學系	D 日	M 碩士	25	0	4	15 花蓮縣	1 一般
0020	國立東華大學	210401	音樂學系	D 日	M 碩士	25	0	6	15 花蓮縣	1 一般
0020	國立東華大學	210709	藝術與(創意)設計學系	D 日	M 碩士	48	0	9	15 花蓮縣	1 一般
0020	國立東華大學	210716	藝術創意產業學系	D 日	M 碩士	63	0	17	15 花蓮縣	1 一般
0020	國立東華大學	220201	(中)國(語)文學系	D 日	M 碩士	49	0	7	15 花蓮縣	1 一般
0020	國立東華大學	220211	華文文學系	D 日	M 碩士	62	0	3	15 花蓮縣	1 一般
0020	國立東華大學	220310	英美(語)文學系	D 日	M 碩士	52	0	12	15 花蓮縣	1 一般
0020	國立東華大學	220901	(歷)史學系	D 日	M 碩士	33	0	5	15 花蓮縣	1 一般
0020	國立東華大學	310101	經濟學系	D 日	M 碩士	18	0	12	15 花蓮縣	1 一般
0020	國立東華大學	310301	社會學系	D 日	M 碩士	20	0	3	15 花蓮縣	1 一般
0020	國立東華大學	310402	民族(事務與)發展學系	D 日	M 碩士	44	0	3	15 花蓮縣	1 一般
0020	國立東華大學	310404	族群(關係)與文化學系	D 日	M 碩士	22	0	1	15 花蓮縣	1 一般
0020	國立東華大學	310518	諮商與臨床心理學系	D 日	M 碩士	138	0	23	15 花蓮縣	1 一般
0020	國立東華大學	310720	臺灣文化(及語言)(文學)學系	D 日	M 碩士	46	0	12	15 花蓮縣	1 一般
0020	國立東華大學	310801	公共行政學系	D 日	M 碩士	19	0	6	15 花蓮縣	1 一般
0020	國立東華大學	340208	會計與財務學位學程	D 日	M 碩士	44	0	15	15 花蓮縣	1 一般
0020	國立東華大學	340301	企業管理學系	D 日	M 碩士	65	0	20	15 花蓮縣	1 一般
0020	國立東華大學	340307	國際企業(與)(管理)學系	D 日	M 碩士	39	0	13	15 花蓮縣	1 一般
0020	國立東華大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	36	0	24	15 花蓮縣	1 一般
0020	國立東華大學	340805	運籌(與行銷)管理系	D 日	M 碩士	23	4	11	15 花蓮縣	1 一般
0020	國立東華大學	380201	財經法律學系	D 日	M 碩士	44	7	2	15 花蓮縣	1 一般
0020	國立東華大學	420103	生命科學系	D 日	M 碩士	20	0	12	15 花蓮縣	1 一般
0020	國立東華大學	440101	化學系	D 日	M 碩士	47	0	24	15 花蓮縣	1 一般
0020	國立東華大學	440301	物理學系	D 日	M 碩士	38	0	18	15 花蓮縣	1 一般
0020	國立東華大學	440501	海洋生物(科技)(暨資源)(技術)系	D 日	M 碩士	52	5	13	15 花蓮縣	1 一般
0020	國立東華大學	460102	應用數學系	D 日	M 碩士	25	0	12	15 花蓮縣	1 一般
0020	國立東華大學	480109	資訊管理(技術)學系	D 日	M 碩士	15	0	11	15 花蓮縣	1 一般
0020	國立東華大學	520101	電機(與控制)工程學系	D 日	M 碩士	56	0	42	15 花蓮縣	1 一般
0020	國立東華大學	520106	光電(科學與)工程學系	D 日	M 碩士	24	0	9	15 花蓮縣	1 一般
0020	國立東華大學	520114	資訊工程學系	D 日	M 碩士	129	0	42	15 花蓮縣	1 一般
0020	國立東華大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	49	0	21	15 花蓮縣	1 一般
0020	國立東華大學	810201	觀光(與)(休閒)(管理)(遊憩)學系	D 日	M 碩士	30	0	7	15 花蓮縣	1 一般
0020	國立東華大學	850104	自然資源與環境(管理)學系	D 日	M 碩士	114	0	32	15 花蓮縣	1 一般
0020	國立東華大學	850117	人文與環境學位學程	D 日	M 碩士	3	0	2	15 花蓮縣	1 一般
0021	國立暨南國際大學	140121	國際文教與比較教育學系	D 日	M 碩士	33	0	10	08 南投縣	1 一般
0021	國立暨南國際大學	140124	諮商心理與人力資源發展學系	D 日	M 碩士	115	0	19	08 南投縣	1 一般
0021	國立暨南國際大學	140203	華語(文)教學學系	D 日	M 碩士	21	2	2	08 南投縣	1 一般
0021	國立暨南國際大學	140704	教育政策與行政學系	D 日	M 碩士	55	0	16	08 南投縣	1 一般
0021	國立暨南國際大學	140809	課程教學與科技研究所	D 日	M 碩士	24	6	6	08 南投縣	1 一般
0021	國立暨南國際大學	220201	(中)國(語)文學系	D 日	M 碩士	28	0	7	08 南投縣	1 一般
0021	國立暨南國際大學	220301	外國語文學系	D 日	M 碩士	10	0	4	08 南投縣	1 一般
0021	國立暨南國際大學	220901	(歷)史學系	D 日	M 碩士	14	0	0	08 南投縣	1 一般
0021	國立暨南國際大學	310101	經濟學系	D 日	M 碩士	14	0	6	08 南投縣	1 一般
0021	國立暨南國際大學	310704	東南亞學系	D 日	M 碩士	69	0	6	08 南投縣	1 一般
0021	國立暨南國際大學	310802	公共行政與政策學系	D 日	M 碩士	29	0	6	08 南投縣	1 一般
0021	國立暨南國際大學	340307	國際企業(與)(管理)學系	D 日	M 碩士	52	0	22	08 南投縣	1 一般
0021	國立暨南國際大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	41	0	16	08 南投縣	1 一般
0021	國立暨南國際大學	440102	應用化學系	D 日	M 碩士	73	0	35	08 南投縣	1 一般
0021	國立暨南國際大學	480109	資訊管理(技術)學系	D 日	M 碩士	71	0	34	08 南投縣	1 一般
0021	國立暨南國際大學	520101	電機(與控制)工程學系	D 日	M 碩士	108	0	43	08 南投縣	1 一般
0021	國立暨南國際大學	520114	資訊工程學系	D 日	M 碩士	70	0	35	08 南投縣	1 一般
0021	國立暨南國際大學	520301	土木工程學系	D 日	M 碩士	29	0	12	08 南投縣	1 一般
0021	國立暨南國際大學	520509	(應用)材料及光電(工程)(科學)學系	D 日	M 碩士	21	0	7	08 南投縣	1 一般
0021	國立暨南國際大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	84	0	25	08 南投縣	1 一般
0021	國立暨南國際大學	810247	觀光休閒與餐旅管理學系	D 日	M 碩士	26	0	4	08 南投縣	1 一般
0052	國立屏東大學	140101	教育學系	D 日	M 碩士	44	0	13	13 屏東縣	1 一般
0052	國立屏東大學	140107	(教育心理與)輔導學系	D 日	M 碩士	109	0	16	13 屏東縣	1 一般
0052	國立屏東大學	140315	體育學系	D 日	M 碩士	56	0	10	13 屏東縣	1 一般
0052	國立屏東大學	140401	幼兒教育學系	D 日	M 碩士	46	0	7	13 屏東縣	1 一般
0052	國立屏東大學	140601	特殊教育學系	D 日	M 碩士	57	0	11	13 屏東縣	1 一般
0052	國立屏東大學	140702	教育行政(與政策發展)研究所	D 日	M 碩士	29	7	11	13 屏東縣	1 一般
0052	國立屏東大學	149911	科普傳播學系	D 日	M 碩士	36	0	10	13 屏東縣	1 一般
0052	國立屏東大學	210401	音樂學系	D 日	M 碩士	40	0	10	13 屏東縣	1 一般
0052	國立屏東大學	210604	視覺藝術學系	D 日	M 碩士	53	0	12	13 屏東縣	1 一般
0052	國立屏東大學	220201	(中)國(語)文學系	D 日	M 碩士	17	0	13	13 屏東縣	1 一般
0052	國立屏東大學	220308	英語學系	D 日	M 碩士	47	0	7	13 屏東縣	1 一般
0052	國立屏東大學	220312	應用英語學系	D 日	M 碩士	43	0	1	13 屏東縣	1 一般
0052	國立屏東大學	229910	文化創意產業(發展)學系	D 日	M 碩士	49	0	8	13 屏東縣	1 一般
0052	國立屏東大學	310303	社會發展學系	D 日	M 碩士	30	0	7	13 屏東縣	1 一般
0052	國立屏東大學	340301	企業管理學系	D 日	M 碩士	21	0	5	13 屏東縣	1 一般
0052	國立屏東大學	340311	商業自動化與管理系	D 日	M 碩士	13	0	11	13 屏東縣	1 一般
0052	國立屏東大學	340401	國際貿易(暨商務)(營運)學系	D 日	M 碩士	8	0	6	13 屏東縣	1 一般
0052	國立屏東大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	5	0	7	13 屏東縣	1 一般
0052	國立屏東大學	340802	行銷(與)流通管理系	D 日	M 碩士	27	0	12	13 屏東縣	1 一般
0052	國立屏東大學	349916	不動產(投資與)經營學系	D 日	M 碩士	36	0	19	13 屏東縣	1 一般
0052	國立屏東大學	440102	應用化學系	D 日	M 碩士	13	0	6	13 屏東縣	1 一般
0052	國立屏東大學	440302	應用物理學系	D 日	M 碩士	13	0	11	13 屏東縣	1 一般
0052	國立屏東大學	460102	應用數學系	D 日	M 碩士	16	0	4	13 屏東縣	1 一般
0052	國立屏東大學	480109	資訊管理(技術)學系	D 日	M 碩士	26	0	8	13 屏東縣	1 一般
0052	國立屏東大學	520114	資訊工程學系	D 日	M 碩士	25	0	3	13 屏東縣	1 一般
0052	國立屏東大學	520116	資訊科學學系	D 日	M 碩士	47	0	17	13 屏東縣	1 一般
0052	國立屏東大學	810512	休閒事業經營系	D 日	M 碩士	17	0	1	13 屏東縣	1 一般
1001	東海大學	140101	教育學系	D 日	M 碩士	47	4	9	19 臺中市	1 一般
1001	東海大學	210101	(應用)美術學系	D 日	M 碩士	55	0	17	19 臺中市	1 一般
1001	東海大學	210401	音樂學系	D 日	M 碩士	64	0	13	19 臺中市	1 一般
1001	東海大學	220201	(中)國(語)文學系	D 日	M 碩士	47	0	5	19 臺中市	1 一般
1001	東海大學	220301	外國語文學系	D 日	M 碩士	27	0	12	19 臺中市	1 一般
1001	東海大學	220341	日本語言文化學系	D 日	M 碩士	24	0	4	19 臺中市	1 一般
1001	東海大學	220901	(歷)史學系	D 日	M 碩士	21	0	4	19 臺中市	1 一般
1001	東海大學	221101	哲學系	D 日	M 碩士	27	0	3	19 臺中市	1 一般
1001	東海大學	230303	工業(產品)設計學系	D 日	M 碩士	22	0	9	19 臺中市	1 一般
1001	東海大學	310101	經濟學系	D 日	M 碩士	12	0	7	19 臺中市	1 一般
1001	東海大學	310201	政治學系	D 日	M 碩士	30	0	7	19 臺中市	1 一般
1001	東海大學	310301	社會學系	D 日	M 碩士	40	0	6	19 臺中市	1 一般
1001	東海大學	310804	行政管理(暨政策)學系	D 日	M 碩士	16	0	9	19 臺中市	1 一般
1001	東海大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	44	0	18	19 臺中市	1 一般
1001	東海大學	340301	企業管理學系	D 日	M 碩士	61	0	34	19 臺中市	1 一般
1001	東海大學	340408	國際經營與貿易學系	D 日	M 碩士	26	0	11	19 臺中市	1 一般
1001	東海大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	39	0	16	19 臺中市	1 一般
1001	東海大學	380101	法律學系	D 日	M 碩士	169	0	21	19 臺中市	1 一般
1001	東海大學	420103	生命科學系	D 日	M 碩士	19	0	10	19 臺中市	1 一般
1001	東海大學	440101	化學系	D 日	M 碩士	40	0	23	19 臺中市	1 一般
1001	東海大學	440302	應用物理學系	D 日	M 碩士	15	0	4	19 臺中市	1 一般
1001	東海大學	460102	應用數學系	D 日	M 碩士	15	0	8	19 臺中市	1 一般
1001	東海大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	14	0	8	19 臺中市	1 一般
1001	東海大學	480109	資訊管理(技術)學系	D 日	M 碩士	43	0	14	19 臺中市	1 一般
1001	東海大學	520101	電機(與控制)工程學系	D 日	M 碩士	25	0	8	19 臺中市	1 一般
1001	東海大學	520114	資訊工程學系	D 日	M 碩士	48	0	17	19 臺中市	1 一般
1001	東海大學	520403	化(學)工(程)與材料工程學系	D 日	M 碩士	63	0	22	19 臺中市	1 一般
1001	東海大學	520602	工業工程與經營資訊學系	D 日	M 碩士	41	0	28	19 臺中市	1 一般
1001	東海大學	520904	環境科學與工程學系	D 日	M 碩士	34	0	14	19 臺中市	1 一般
1001	東海大學	529927	數位創新學位學程	D 日	M 碩士	10	0	0	19 臺中市	1 一般
1001	東海大學	580101	建築(工程)學系	D 日	M 碩士	57	0	21	19 臺中市	1 一般
1001	東海大學	580203	景觀學系	D 日	M 碩士	31	0	5	19 臺中市	1 一般
1001	東海大學	620202	畜產與生物科技學系	D 日	M 碩士	21	0	5	19 臺中市	1 一般
1001	東海大學	620601	食品科學系	D 日	M 碩士	47	0	15	19 臺中市	1 一般
1001	東海大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	65	0	11	19 臺中市	1 一般
1001	東海大學	810102	餐旅(行銷)(暨遊憩)管理學系	D 日	M 碩士	24	0	11	19 臺中市	1 一般
1002	輔仁大學	140315	體育學系	D 日	M 碩士	43	0	12	01 新北市	1 一般
1002	輔仁大學	140708	教育領導與發展研究所	D 日	M 碩士	44	6	6	01 新北市	1 一般
1002	輔仁大學	210101	(應用)美術學系	D 日	M 碩士	51	0	11	01 新北市	1 一般
1002	輔仁大學	210401	音樂學系	D 日	M 碩士	60	0	19	01 新北市	1 一般
1002	輔仁大學	220201	(中)國(語)文學系	D 日	M 碩士	54	0	7	01 新北市	1 一般
1002	輔仁大學	220307	英國語文學系	D 日	M 碩士	49	0	9	01 新北市	1 一般
1002	輔仁大學	220314	法國語文學系	D 日	M 碩士	32	0	7	01 新北市	1 一般
1002	輔仁大學	220316	德語語文學系	D 日	M 碩士	30	0	3	01 新北市	1 一般
1002	輔仁大學	220318	西班牙語文學系	D 日	M 碩士	28	0	7	01 新北市	1 一般
1002	輔仁大學	220320	日本語文學系	D 日	M 碩士	36	0	6	01 新北市	1 一般
1002	輔仁大學	220801	宗教學系	D 日	M 碩士	52	0	7	01 新北市	1 一般
1002	輔仁大學	220901	(歷)史學系	D 日	M 碩士	45	0	3	01 新北市	1 一般
1002	輔仁大學	221101	哲學系	D 日	M 碩士	33	0	6	01 新北市	1 一般
1002	輔仁大學	229911	跨文化研究所	D 日	M 碩士	119	7	4	01 新北市	1 一般
1002	輔仁大學	230136	品牌與時尚經營管理學位學程	D 日	M 碩士	25	0	7	01 新北市	1 一般
1002	輔仁大學	310101	經濟學系	D 日	M 碩士	18	0	10	01 新北市	1 一般
1002	輔仁大學	310301	社會學系	D 日	M 碩士	31	0	8	01 新北市	1 一般
1002	輔仁大學	310501	(應用)心理學系	D 日	M 碩士	116	0	19	01 新北市	1 一般
1002	輔仁大學	310505	臨床(與諮商)心理學系	D 日	M 碩士	49	0	13	01 新北市	1 一般
1002	輔仁大學	320101	大眾傳播學系	D 日	M 碩士	89	7	25	01 新北市	1 一般
1002	輔仁大學	320501	博物館學研究所	D 日	M 碩士	62	3	12	01 新北市	1 一般
1002	輔仁大學	320602	(數位)圖書資訊學系	D 日	M 碩士	35	0	6	01 新北市	1 一般
1002	輔仁大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	34	0	16	01 新北市	1 一般
1002	輔仁大學	340301	企業管理學系	D 日	M 碩士	69	0	29	01 新北市	1 一般
1002	輔仁大學	340310	國際(經營)(專業)管理學位學程(含IMBA)	D 日	M 碩士	41	0	22	01 新北市	1 一般
1002	輔仁大學	340332	社會企業學位學程	D 日	M 碩士	9	0	0	01 新北市	1 一般
1002	輔仁大學	340522	金融與國際企業學系	D 日	M 碩士	55	0	21	01 新北市	1 一般
1002	輔仁大學	380101	法律學系	D 日	M 碩士	110	0	19	01 新北市	1 一般
1002	輔仁大學	380201	財經法律學系	D 日	M 碩士	64	0	6	01 新北市	1 一般
1002	輔仁大學	420103	生命科學系	D 日	M 碩士	30	0	11	01 新北市	1 一般
1002	輔仁大學	440101	化學系	D 日	M 碩士	43	0	16	01 新北市	1 一般
1002	輔仁大學	440301	物理學系	D 日	M 碩士	21	0	8	01 新北市	1 一般
1002	輔仁大學	460101	數學系	D 日	M 碩士	22	0	3	01 新北市	1 一般
1002	輔仁大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	44	0	17	01 新北市	1 一般
1002	輔仁大學	480109	資訊管理(技術)學系	D 日	M 碩士	46	0	19	01 新北市	1 一般
1002	輔仁大學	520101	電機(與控制)工程學系	D 日	M 碩士	55	0	19	01 新北市	1 一般
1002	輔仁大學	520114	資訊工程學系	D 日	M 碩士	50	0	24	01 新北市	1 一般
1002	輔仁大學	580201	景觀設計(與管理)學系	D 日	M 碩士	41	0	6	01 新北市	1 一般
1002	輔仁大學	620601	食品科學系	D 日	M 碩士	37	0	19	01 新北市	1 一般
1002	輔仁大學	720116	基礎醫學研究所	D 日	M 碩士	0	0	4	01 新北市	1 一般
1002	輔仁大學	720140	生物醫學暨藥學研究所	D 日	M 碩士	13	6	0	01 新北市	1 一般
1002	輔仁大學	720201	公共衛生學系	D 日	M 碩士	38	0	10	01 新北市	1 一般
1002	輔仁大學	720507	營養(科)學系	D 日	M 碩士	42	0	9	01 新北市	1 一般
1002	輔仁大學	720601	護理學系	D 日	M 碩士	32	0	6	01 新北市	1 一般
1002	輔仁大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	67	0	12	01 新北市	1 一般
1002	輔仁大學	760403	兒童與家庭(服務)學系	D 日	M 碩士	58	0	17	01 新北市	1 一般
1002	輔仁大學	810102	餐旅(行銷)(暨遊憩)管理學系	D 日	M 碩士	48	0	15	01 新北市	1 一般
1002	輔仁大學	810702	織品服裝學系	D 日	M 碩士	68	0	18	01 新北市	1 一般
1003	東吳大學	210401	音樂學系	D 日	M 碩士	48	0	10	30 臺北市	1 一般
1003	東吳大學	220201	(中)國(語)文學系	D 日	M 碩士	56	0	5	30 臺北市	1 一般
1003	東吳大學	220309	英文學系	D 日	M 碩士	18	0	5	30 臺北市	1 一般
1003	東吳大學	220320	日本語文學系	D 日	M 碩士	47	0	11	30 臺北市	1 一般
1003	東吳大學	220901	(歷)史學系	D 日	M 碩士	26	0	9	30 臺北市	1 一般
1003	東吳大學	221101	哲學系	D 日	M 碩士	30	0	2	30 臺北市	1 一般
1003	東吳大學	310101	經濟學系	D 日	M 碩士	49	0	14	30 臺北市	1 一般
1003	東吳大學	310201	政治學系	D 日	M 碩士	62	0	7	30 臺北市	1 一般
1003	東吳大學	310301	社會學系	D 日	M 碩士	31	0	4	30 臺北市	1 一般
1003	東吳大學	310501	(應用)心理學系	D 日	M 碩士	80	0	8	30 臺北市	1 一般
1003	東吳大學	310710	德國文化學系	D 日	M 碩士	16	0	1	30 臺北市	1 一般
1003	東吳大學	311017	人權學位學程	D 日	M 碩士	22	0	5	30 臺北市	1 一般
1003	東吳大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	63	0	30	30 臺北市	1 一般
1003	東吳大學	340301	企業管理學系	D 日	M 碩士	117	0	43	30 臺北市	1 一般
1003	東吳大學	340408	國際經營與貿易學系	D 日	M 碩士	51	0	16	30 臺北市	1 一般
1003	東吳大學	380101	法律學系	D 日	M 碩士	334	0	48	30 臺北市	1 一般
1003	東吳大學	420401	微生物學系	D 日	M 碩士	18	0	6	30 臺北市	1 一般
1003	東吳大學	440101	化學系	D 日	M 碩士	11	0	7	30 臺北市	1 一般
